round,pair_idx,i,j,imgA,imgB,scoreA,scoreB,winner,conf,obj_name,dino_scoreA,dino_scoreB,dino_margin,dino_winner,match,clip_scoreA,clip_scoreB,clip_margin,clip_winner,clip_match,vlm_margin,vlm_sign,dino_sign,clip_sign,judge_tag,t2i_dir,model_label
2,1,4,0,round002_pair001_i4_A.png,round002_pair001_j0_B.png,78.0,92.0,1,0.72,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8816803693771362,0.7812753915786743,0.10040497779846191,0,0,0.8846648931503296,0.9329560399055481,-0.048291146755218506,1,1,-14.0,-1.0,1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
2,2,3,1,round002_pair002_i3_A.png,round002_pair002_j1_B.png,92.0,58.0,0,0.82,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8219154477119446,0.6242315173149109,0.1976839303970337,0,1,0.8931350111961365,0.8047029972076416,0.08843201398849487,0,1,34.0,1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
2,3,2,5,round002_pair003_i2_A.png,round002_pair003_j5_B.png,66.0,92.0,1,0.72,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7513173818588257,0.8242665529251099,-0.07294917106628418,1,1,0.8807417750358582,0.9035170078277588,-0.022775232791900635,1,1,-26.0,-1.0,-1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
2,4,4,0,round002_pair004_i4_A.png,round002_pair004_j0_B.png,72.0,92.0,1,0.84,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7826288938522339,0.8207910656929016,-0.038162171840667725,1,1,0.87720787525177,0.8826372027397156,-0.005429327487945557,1,1,-20.0,-1.0,-1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
2,5,4,1,round002_pair005_i4_A.png,round002_pair005_j1_B.png,72.0,92.0,1,0.88,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8209298849105835,0.7886604070663452,0.03226947784423828,0,0,0.8871957659721375,0.8916093111038208,-0.00441354513168335,1,1,-20.0,-1.0,1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
2,6,4,2,round002_pair006_i4_A.png,round002_pair006_j2_B.png,86.0,60.0,0,0.78,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8202071189880371,0.7633265256881714,0.05688059329986572,0,1,0.9111391305923462,0.8368759155273438,0.07426321506500244,0,1,26.0,1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
2,7,4,3,round002_pair007_i4_A.png,round002_pair007_j3_B.png,88.0,78.0,0,0.74,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.805118978023529,0.8295583724975586,-0.02443939447402954,1,0,0.8509807586669922,0.9256724715232849,-0.07469171285629272,1,0,10.0,1.0,-1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
2,8,4,5,round002_pair008_i4_A.png,round002_pair008_j5_B.png,72.0,85.0,1,0.72,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8450766801834106,0.8774405717849731,-0.0323638916015625,1,1,0.818510890007019,0.880664587020874,-0.06215369701385498,1,1,-13.0,-1.0,-1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
2,9,4,3,round002_pair009_i4_A.png,round002_pair009_j3_B.png,88.0,80.0,0,0.66,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8135747313499451,0.7139143943786621,0.09966033697128296,0,1,0.8870894908905029,0.8287305235862732,0.058358967304229736,0,1,8.0,1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
2,10,4,3,round002_pair010_i4_A.png,round002_pair010_j3_B.png,88.0,60.0,0,0.82,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8300130367279053,0.7971687316894531,0.03284430503845215,0,1,0.9081242084503174,0.8552438020706177,0.05288040637969971,0,1,28.0,1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
3,1,4,0,round003_pair001_i4_A.png,round003_pair001_j0_B.png,80.0,90.0,1,0.55,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8310767412185669,0.8330711126327515,-0.0019943714141845703,1,1,0.8995805382728577,0.8956202268600464,0.003960311412811279,0,0,-10.0,-1.0,-1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
3,2,5,2,round003_pair002_i5_A.png,round003_pair002_j2_B.png,85.0,65.0,0,0.78,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8480032682418823,0.7898411750793457,0.05816209316253662,0,1,0.889741063117981,0.8806518316268921,0.009089231491088867,0,1,20.0,1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
3,3,3,1,round003_pair003_i3_A.png,round003_pair003_j1_B.png,86.0,60.0,0,0.78,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7762336730957031,0.8191685080528259,-0.0429348349571228,1,0,0.8454602360725403,0.9016866087913513,-0.056226372718811035,1,0,26.0,1.0,-1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
3,4,4,1,round003_pair004_i4_A.png,round003_pair004_j1_B.png,92.0,60.0,0,0.82,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8030446767807007,0.7625360488891602,0.04050862789154053,0,1,0.9345144033432007,0.7612661123275757,0.173248291015625,0,1,32.0,1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
3,5,4,0,round003_pair005_i4_A.png,round003_pair005_j0_B.png,84.0,78.0,0,0.73,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8583418726921082,0.8801769018173218,-0.021835029125213623,1,0,0.9170580506324768,0.9187414646148682,-0.0016834139823913574,1,0,6.0,1.0,-1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
3,6,4,0,round003_pair006_i4_A.png,round003_pair006_j0_B.png,72.0,88.0,1,0.62,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8781908750534058,0.8217650651931763,0.05642580986022949,0,0,0.9044415354728699,0.9186848402023315,-0.01424330472946167,1,1,-16.0,-1.0,1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
3,7,4,1,round003_pair007_i4_A.png,round003_pair007_j1_B.png,76.0,92.0,1,0.78,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8363819122314453,0.8103290796279907,0.02605283260345459,0,0,0.8896422386169434,0.8980920314788818,-0.008449792861938477,1,1,-16.0,-1.0,1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
3,8,4,5,round003_pair008_i4_A.png,round003_pair008_j5_B.png,65.0,92.0,1,0.84,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7896875739097595,0.849648118019104,-0.05996054410934448,1,1,0.8692536354064941,0.8513495922088623,0.017904043197631836,0,0,-27.0,-1.0,-1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
3,9,4,5,round003_pair009_i4_A.png,round003_pair009_j5_B.png,88.0,72.0,0,0.78,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7278258204460144,0.8081323504447937,-0.0803065299987793,1,0,0.8934859037399292,0.8492157459259033,0.04427015781402588,0,1,16.0,1.0,-1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
3,10,4,3,round003_pair010_i4_A.png,round003_pair010_j3_B.png,68.0,85.0,1,0.72,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8244189023971558,0.747753381729126,0.07666552066802979,0,0,0.9223734140396118,0.8394939303398132,0.08287948369979858,0,0,-17.0,-1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
4,1,4,2,round004_pair001_i4_A.png,round004_pair001_j2_B.png,72.0,88.0,1,0.66,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7962294220924377,0.7642038464546204,0.03202557563781738,0,0,0.9277295470237732,0.909748375415802,0.01798117160797119,0,0,-16.0,-1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
4,2,3,0,round004_pair002_i3_A.png,round004_pair002_j0_B.png,86.0,78.0,0,0.68,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8388863205909729,0.8514678478240967,-0.01258152723312378,1,0,0.850008487701416,0.921228289604187,-0.071219801902771,1,0,8.0,1.0,-1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
4,3,1,5,round004_pair003_i1_A.png,round004_pair003_j5_B.png,68.0,92.0,1,0.82,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8594395518302917,0.831363320350647,0.028076231479644775,0,0,0.8350136280059814,0.9219528436660767,-0.08693921566009521,1,1,-24.0,-1.0,1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
4,4,4,1,round004_pair004_i4_A.png,round004_pair004_j1_B.png,88.0,76.0,0,0.72,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7807496190071106,0.7939891219139099,-0.013239502906799316,1,0,0.9098828434944153,0.8572767972946167,0.052606046199798584,0,1,12.0,1.0,-1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
4,5,4,0,round004_pair005_i4_A.png,round004_pair005_j0_B.png,86.0,72.0,0,0.65,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8539040088653564,0.8691290616989136,-0.015225052833557129,1,0,0.9070297479629517,0.905142068862915,0.001887679100036621,0,1,14.0,1.0,-1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
4,6,4,1,round004_pair006_i4_A.png,round004_pair006_j1_B.png,88.0,75.0,0,0.68,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7831271886825562,0.8483945727348328,-0.06526738405227661,1,0,0.9039468765258789,0.8842298984527588,0.019716978073120117,0,1,13.0,1.0,-1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
4,7,4,5,round004_pair007_i4_A.png,round004_pair007_j5_B.png,85.0,72.0,0,0.68,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8308056592941284,0.817405104637146,0.013400554656982422,0,1,0.8849195241928101,0.9096026420593262,-0.024683117866516113,1,0,13.0,1.0,1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
4,8,4,3,round004_pair008_i4_A.png,round004_pair008_j3_B.png,78.0,60.0,0,0.78,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7782118320465088,0.7722622156143188,0.005949616432189941,0,1,0.8956985473632812,0.825322151184082,0.07037639617919922,0,1,18.0,1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
4,9,4,0,round004_pair009_i4_A.png,round004_pair009_j0_B.png,85.0,78.0,0,0.72,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8208250999450684,0.8534358143806458,-0.03261071443557739,1,0,0.9301854968070984,0.8863480091094971,0.04383748769760132,0,1,7.0,1.0,-1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
4,10,4,1,round004_pair010_i4_A.png,round004_pair010_j1_B.png,88.0,68.0,0,0.78,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7634245157241821,0.7271128296852112,0.03631168603897095,0,1,0.8964698314666748,0.7873415350914001,0.10912829637527466,0,1,20.0,1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
5,1,4,1,round005_pair001_i4_A.png,round005_pair001_j1_B.png,80.0,70.0,0,0.72,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7834606766700745,0.8064149618148804,-0.022954285144805908,1,0,0.8386090397834778,0.8715777397155762,-0.03296869993209839,1,0,10.0,1.0,-1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
5,2,0,3,round005_pair002_i0_A.png,round005_pair002_j3_B.png,85.0,60.0,0,0.78,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8466880321502686,0.6821795701980591,0.16450846195220947,0,1,0.917278528213501,0.7755011916160583,0.14177733659744263,0,1,25.0,1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
5,3,2,5,round005_pair003_i2_A.png,round005_pair003_j5_B.png,42.0,88.0,1,0.75,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.6621893644332886,0.8215683102607727,-0.15937894582748413,1,1,0.7845541834831238,0.8849729299545288,-0.10041874647140503,1,1,-46.0,-1.0,-1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
5,4,4,2,round005_pair004_i4_A.png,round005_pair004_j2_B.png,72.0,78.0,1,0.66,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.5697949528694153,0.7314414978027344,-0.1616465449333191,1,1,0.9007501602172852,0.895110547542572,0.005639612674713135,0,0,-6.0,-1.0,-1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
5,5,4,2,round005_pair005_i4_A.png,round005_pair005_j2_B.png,82.0,66.0,0,0.74,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8025248050689697,0.811087965965271,-0.00856316089630127,1,0,0.9053254127502441,0.8515043258666992,0.05382108688354492,0,1,16.0,1.0,-1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
5,6,4,1,round005_pair006_i4_A.png,round005_pair006_j1_B.png,65.0,92.0,1,0.78,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.7850828170776367,0.7384852170944214,0.04659759998321533,0,0,0.908569872379303,0.8658311367034912,0.04273873567581177,0,0,-27.0,-1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
5,7,4,1,round005_pair007_i4_A.png,round005_pair007_j1_B.png,65.0,90.0,1,0.72,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8432491421699524,0.830093264579773,0.013155877590179443,0,0,0.9052972793579102,0.8488845229148865,0.05641275644302368,0,0,-25.0,-1.0,1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
5,8,4,0,round005_pair008_i4_A.png,round005_pair008_j0_B.png,60.0,92.0,1,0.72,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.6805223226547241,0.8674013614654541,-0.18687903881072998,1,1,0.8348475098609924,0.858678936958313,-0.023831427097320557,1,1,-32.0,-1.0,-1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
5,9,4,2,round005_pair009_i4_A.png,round005_pair009_j2_B.png,88.0,78.0,0,0.65,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.8164379596710205,0.7864513397216797,0.02998661994934082,0,1,0.8861900568008423,0.906067430973053,-0.019877374172210693,1,0,10.0,1.0,1.0,-1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
5,10,4,5,round005_pair010_i4_A.png,round005_pair010_j5_B.png,92.0,68.0,0,0.75,02_A_portrait_photo_of_a_kangaroo_wearing_an_orange_hoodie_and_1_0,0.5948734283447266,0.8080505728721619,-0.2131771445274353,1,0,0.8967262506484985,0.8893455266952515,0.00738072395324707,0,1,24.0,1.0,-1.0,1.0,gpt_5_nano,flux1_fal_duel,Flux1-duel
